id,grupo,duracion_seg,num_turnos,num_turnos_agente,num_turnos_cliente,tiempo_agente_seg,tiempo_cliente_seg,proporcion_habla_agente,palabras_por_minuto_agente,contactabilidad,efectividad,hubo_negociacion,compromiso_pago,objeciones_count,manejo_objeciones,resultado_final,claridad,dato_repetido,veces_repetido,contradiccion,confusion_cliente,confusion_resuelta
3056dcb7-265d-42d8-a3c6-8bb2200860de,ia,222.88,78,68,10,169.57999999999998,31.19999999999999,0.8446060364578145,91.25987078248384,True,True,True,True,0,no_aplica,Acuerdo de pago alcanzado,3,True,2,True,True,mal
306c762c-73a1-4690-962d-53f1a14f05b6,humano,132.6,39,23,16,78.01,46.99999999999999,0.6240300775937926,83.710407239819,True,False,False,False,2,regular,"Sin compromiso, reenvío soportes",3,True,2,False,False,no_aplica
3147bab7-9e7f-496d-ae97-52b280194924,ia,201.42,36,28,8,145.58999999999997,51.11,0.7401626842907981,134.64402740542153,True,False,False,False,3,bueno,Número equivocado retirado,4,False,0,False,False,no_aplica
32616618-6ce3-484f-a1d9-c014394a3492,ia,66.6,7,5,2,48.59000000000001,17.209999999999997,0.7384498480243161,53.153153153153156,True,False,False,False,1,regular,Número equivocado sin referido,2,False,0,False,False,no_aplica
3350acd3-f649-47c8-adf6-ce1c08312d8f,ia,185.06,47,39,8,141.19,26.300000000000026,0.8429757000417935,79.10947800713282,True,True,True,True,0,no_aplica,Cliente aceptó acuerdo de pago,4,True,2,False,True,bien
336a8602-1b56-4ca6-9dcc-7491b9a92a8a,humano,76.0,32,17,15,38.84,33.0,0.5406458797327395,84.47368421052632,True,True,False,True,1,bueno,Compromiso de pago para el 15,3,False,0,False,True,bien
355812a5-2733-46fb-a2d3-5b388817fef4,ia,295.56,60,59,1,278.82,9.579999999999984,0.9667822468793343,81.60779537149817,False,False,True,False,0,no_aplica,sin acuerdo confirmado,2,True,15,True,True,mal
380f5075-47be-435f-b595-7e2c48dbb21b,humano,74.56,32,27,5,53.99999999999999,11.25,0.8275862068965516,117.48927038626609,True,False,False,False,1,bueno,recordatorio de pago sin compromiso,3,True,2,False,False,no_aplica
38482ca0-4501-4b4c-99b5-16313e8eb12f,humano,299.5,143,107,36,215.51,74.94,0.7419865725598209,115.39232053422371,True,False,True,False,3,regular,"No aceptó, quedó en WhatsApp",3,True,2,False,False,no_aplica
3a02fcc2-2285-4d18-9fca-d8507ee15b7f,ia,314.22,51,45,6,241.65,63.10000000000002,0.7929450369155046,100.24823372159634,True,False,True,False,0,no_aplica,Tercero ofreció pasar recado,3,True,3,False,True,bien
3df056d8-c16b-4665-bc8b-4c1456ed8592,ia,107.28,46,39,7,85.16,18.390000000000004,0.8224046354418155,123.60178970917225,True,False,True,False,1,bueno,Sin compromiso por desempleo,3,False,0,False,True,bien
3e8b2986-1ff4-4f4a-9554-c8b122601a03,ia,156.08,21,19,2,145.95,8.439999999999998,0.9453332469719542,84.57201435161454,True,False,False,False,1,regular,Cliente desconoce deuda sin acuerdo,3,False,0,False,True,mal
41269351-a58b-42bf-8486-151c5aa3a4e2,ia,100.36,13,5,8,60.55000000000001,36.23,0.6256457945856583,33.47947389398166,False,False,False,False,0,no_aplica,sin contacto con cliente,3,True,1,False,False,no_aplica
440cb585-d675-4ed9-afa4-934e2a0aae90,humano,201.9,63,29,34,66.63,91.0,0.42269872486201865,74.59138187221396,True,False,False,False,2,regular,Sin compromiso por emergencia familiar,3,True,2,False,False,no_aplica
449d76a1-4755-4f78-afa8-00d57922d108,ia,439.72,148,94,54,233.77999999999994,152.42000000000002,0.605334023821854,95.24242699899936,True,True,True,True,3,bueno,Acuerdo de pago logrado,4,True,2,True,True,mal
50e0f632-d195-4476-b049-3720482d65d9,humano,116.42,24,14,10,68.22999999999999,31.5,0.6841471974330693,48.44528431540972,True,False,False,False,3,malo,Sin pago ni compromiso,2,True,1,False,True,mal
589afa5a-4b51-4018-a4e8-e219fdf3548f,ia,104.5,39,30,9,79.82000000000001,24.0,0.7688306684646504,140.66985645933013,True,False,True,False,2,malo,Confusión de identidad sin resolver,3,True,5,True,True,mal
5a16e288-5bc6-45a0-845b-8034f62ce376,ia,297.66,90,54,36,158.43,98.26000000000003,0.6172036308387548,64.50312437008667,True,False,True,False,4,regular,Cliente rechazó pago rotundamente,4,True,2,False,False,no_aplica
631a4d16-0c07-4215-9476-ff9c8179413a,ia,239.38,56,33,23,108.76,96.16999999999999,0.530717806080125,47.121731138775175,True,False,True,False,0,no_aplica,Confusión sin acuerdo claro,2,True,4,True,True,mal
635a7986-ddd2-47f3-a6de-82a217053afa,humano,166.74,68,45,23,90.0,48.370000000000005,0.6504300065043,89.24073407700611,True,True,True,True,2,bueno,Acuerdo de pago reprogramado,4,True,5,False,False,no_aplica
63b9a147-5c33-40ba-87c7-124e4be56cda,humano,243.4,61,41,20,222.26,24.00000000000003,0.9025420287501014,80.36154478225144,True,False,True,False,0,no_aplica,Acuerdo enviado sin compromiso,3,True,2,False,True,bien
64a627ae-0339-4595-a414-21ed0c641d16,ia,99.42,14,8,6,64.18,34.7,0.6490695792880259,48.88352444176222,False,False,False,False,0,no_aplica,llamada desviada a grabación,4,True,3,False,False,no_aplica
66c23ff9-4946-4870-8e67-850dac6526ef,ia,94.36,16,5,11,35.86,55.73,0.39152745932962113,35.60830860534124,False,False,True,False,0,no_aplica,sin respuesta del cliente,3,True,1,True,False,no_aplica
66c2db61-5a3d-4020-a90a-007a029d0879,humano,137.76,19,16,3,88.89,16.570000000000007,0.8428788166129337,103.22299651567945,True,True,False,True,1,bueno,Compromiso de pago en plataforma,3,True,3,False,True,bien
67197ac4-63d9-4567-9e89-896e715ab906,humano,395.24,205,126,79,211.57000000000022,139.0799999999999,0.6033651789533728,92.2983503693958,True,False,True,False,3,regular,Cliente confundido sin compromiso concreto,3,True,3,False,True,bien
673f40d5-c6de-4cec-8c52-ad89b8382f38,ia,344.7,65,47,18,220.76,113.67999999999996,0.6600885061595504,98.17232375979113,True,False,True,False,1,regular,Sin acuerdo por desempleo,3,True,2,True,False,no_aplica
6854b6cc-c858-4dd4-b326-b7d6fe55843a,humano,160.78,50,32,18,76.66000000000001,44.96,0.6303239598750207,32.093543973130984,True,False,False,False,1,malo,No recibió acuerdo ni compromiso,2,True,1,False,True,mal
693045ed-afc8-4c9c-9eee-f7e34281fb16,humano,177.64,69,46,23,109.39,46.499999999999986,0.7017127461671693,85.1159648727764,True,False,True,False,3,malo,Llamada aplazada sin compromiso,3,True,2,True,False,no_aplica
6bbff5d5-7d85-4587-94d9-4e44d4e4055b,humano,294.54,57,55,2,267.29999999999995,13.919999999999987,0.9505013868145937,129.15053982481155,True,False,False,False,1,bueno,Acuerdo confirmado y documentación enviada,3,True,2,False,True,bien
6d1ee3b1-3436-47ec-9754-f4b7f4048889,ia,403.36,126,103,23,264.20000000000005,59.96000000000002,0.8150296150049358,126.2891709639032,True,False,True,False,2,regular,Sin acuerdo ni compromiso,2,True,5,True,True,mal
6d26bb76-d3ae-4890-83df-f5dcb0ef339d,ia,454.06,90,41,49,189.85000000000005,253.58000000000004,0.4281397289312857,69.7705149099238,True,False,True,False,3,regular,"Sin compromiso, llamada reagendada",4,True,5,False,True,mal
6d8d8dbe-b501-4303-b864-9dc24119df5c,ia,112.82,34,27,7,74.02000000000001,28.15999999999999,0.7244079076140145,86.15493706789577,True,False,True,False,2,malo,Cliente confundido sin acuerdo,1,True,2,False,True,mal
7350b21e-cea7-4a3d-9603-9ec53b47843e,ia,68.58,21,4,17,22.839999999999996,37.760000000000005,0.3768976897689768,12.248468941382328,True,False,False,False,2,malo,sin acuerdo cliente objeta,2,False,0,False,True,mal
73ddf5ba-7005-41a6-88b5-be98fb909764,humano,145.24,37,26,11,84.22999999999999,33.000000000000014,0.7185020899087263,74.77278986505094,True,True,False,True,2,bueno,Compromiso pago reprogramado 29 agosto,4,True,3,False,False,no_aplica
74aa7e2d-4d44-45cc-a3e5-97fb9383a960,humano,118.26,37,27,10,82.8,16.340000000000007,0.8351825701028848,114.15525114155251,True,True,True,True,0,no_aplica,Compromiso de pago en cuotas,3,True,1,False,True,bien
74b16f62-f04d-42c8-9872-ea9b9ed1dd75,humano,643.48,286,191,95,385.87000000000006,191.76,0.6680227827502034,87.1821968048735,True,False,False,False,6,regular,Sin compromiso de pago,2,True,5,False,True,mal
77d258d0-9b2e-4086-b624-f280eed0957b,humano,283.16,72,47,25,168.69,75.71000000000001,0.6902209492635024,99.16654894759145,True,True,True,True,3,bueno,Acuerdo de pago para 15 agosto,3,True,4,True,True,bien
79c5d6ae-0a3b-4b2a-8771-882e2b02cf95,ia,561.58,232,117,115,256.78,282.03000000000003,0.47656873480447653,74.89582962356208,True,False,True,False,4,regular,Seguimiento agendado para mañana,2,True,5,True,True,mal
7a59be10-fc3c-423b-8619-a13aac8ffea3,ia,60.32,5,5,0,57.019999999999996,0.0,1.0,66.6445623342175,False,False,False,False,0,no_aplica,Sin contacto con cliente,3,False,0,False,False,no_aplica
7c826b7f-a4cb-44ce-9461-533e1368ce1d,ia,320.04,56,47,9,229.64000000000001,81.49999999999999,0.7380600372822524,92.98837645294337,True,True,True,True,2,bueno,Acuerdo de pago en tres cuotas,4,True,5,False,True,bien
7dc52408-8aff-4ac6-bf04-620f378132fe,ia,118.68,11,10,1,90.62,0.7200000000000024,0.9921173636960806,73.81193124368048,False,False,True,False,0,no_aplica,saludo sin interacción,2,True,2,False,False,no_aplica
7df4a150-5c74-4f8a-9b13-88635ce35f92,ia,131.1,24,21,3,105.58999999999999,22.610000000000003,0.8236349453978159,115.33180778032036,True,False,True,False,1,malo,Confusión por descuento sin acuerdo,2,True,4,True,True,mal
7ea6c8f3-f6f7-42e8-8034-701caa6e62aa,humano,129.88,33,24,9,72.13000000000001,35.910000000000004,0.6676231025546093,68.83276870957808,True,False,True,False,1,regular,Cliente no define fecha firme,2,False,0,False,True,mal
80b9d804-dfe9-444f-aee1-30688b5c4e09,ia,87.52,27,26,1,80.3,1.0,0.9876998769987699,139.85374771480807,True,False,True,False,0,no_aplica,Sin compromiso de pago,3,True,1,True,False,no_aplica
82ee7afd-e2d3-4cfe-b82e-f7920f57f7ab,humano,186.02,51,30,21,109.65,59.47,0.6483561967833491,81.60412858832383,True,False,True,False,2,regular,Cliente rechaza y espera otra gestión,3,True,2,False,True,mal
8349b881-cc05-44b6-a5d6-a340bc7e3499,ia,90.7,11,5,6,42.28,42.11,0.5010072283445905,58.21389195148842,False,False,False,False,0,no_aplica,Sin contacto con deudora,1,False,0,False,True,mal
8d9dfa93-e293-4924-92ce-2b166805d181,ia,272.22,51,42,9,183.87999999999994,54.53,0.771276372635376,98.08243332598632,True,True,True,True,1,bueno,Acuerdo de pago en 15 cuotas,3,True,2,False,True,mal
8eeab89a-aca1-4182-98cd-787defaa3876,ia,88.0,11,8,3,45.42000000000001,40.66,0.5276486988847584,73.63636363636364,True,False,False,False,1,regular,Sin contacto con deudora,2,False,0,True,False,no_aplica
91b9fd77-d5d5-408f-ac90-fd78080780da,humano,81.64,33,16,17,33.66,33.99999999999999,0.49748743718592964,47.77070063694267,True,False,False,False,4,malo,Cliente se niega a pagar,2,False,0,False,True,mal
925483e1-0626-4e64-89e7-fdd8091916ce,ia,533.7,101,59,42,295.77,198.82,0.5980104733213368,79.82012366498031,True,True,True,True,3,bueno,Acuerdo de pago aceptado,4,True,5,False,True,bien
92778da9-c37a-4eee-9ca5-81f835e7c5a4,humano,176.56,25,8,17,54.71000000000001,107.49999999999999,0.3372788360766908,43.49796103307657,True,False,False,False,1,bueno,Gestionar conciliación de pago realizado,3,True,2,False,False,no_aplica
93d0abfc-ece6-488b-bee8-950abb980520,humano,175.46,69,52,17,109.55999999999999,44.82000000000001,0.7096774193548386,61.89444887723697,True,False,False,False,1,regular,Sin compromiso de pago,2,True,5,False,True,bien
9919c667-3ebe-4e77-98a6-58623c85f678,humano,152.86,24,16,8,84.69000000000003,44.94,0.6533209905114558,98.91403898992542,True,False,False,False,1,bueno,Validación de correo pendiente,4,True,2,False,True,bien
9cf48045-df44-4648-b6ad-870d3c145615,ia,255.54,49,30,19,127.67000000000003,112.25,0.5321357119039681,91.10119746419349,True,False,True,False,3,regular,Cliente desconfió y no aceptó,3,True,3,True,True,mal
a3383d00-b984-4cb8-845b-77e19c520ffd,humano,135.16,62,38,24,54.580000000000005,41.39999999999998,0.568660137528652,81.23705238236164,True,True,True,True,2,bueno,Compromiso de pago con prórroga,4,True,2,False,False,no_aplica
a64feaf9-108a-491e-90f8-013a7c3b2e3d,ia,485.0,87,54,33,269.94999999999993,211.71000000000006,0.5604575841880164,78.30927835051546,True,True,True,True,5,bueno,acuerdo de pago a largo plazo,3,True,3,True,True,bien
ab2ac983-c562-4f79-a570-ee22de052d88,humano,350.68,67,49,18,224.51,93.97999999999999,0.7049200916826274,93.2474050416334,True,True,True,True,4,bueno,Compromiso de pago para mañana,3,True,6,True,True,bien
ae0573ba-193e-42ac-bcc8-4c376a122f8e,humano,308.64,96,68,28,195.78,78.95999999999998,0.7126010045861542,102.25505443234836,True,True,True,True,1,bueno,Compromiso de pago 15 julio,3,True,3,False,True,mal
b056678f-9281-47ab-819d-616ba1c7904a,ia,99.86,11,4,7,58.57,42.949999999999996,0.5769306540583137,30.64290006008412,False,False,False,False,0,no_aplica,mensaje en buzón de voz,3,True,3,False,False,no_aplica
b1584952-7de1-4cc6-a83a-9fffa0f747cb,ia,104.52,14,14,0,93.13999999999999,0.0,1.0,123.99540757749713,False,False,True,False,0,no_aplica,Sin respuesta del cliente,2,True,2,True,False,no_aplica
b7318057-111f-4bd0-adbc-943bd06ce4e0,humano,285.6,45,34,11,208.21999999999997,49.62999999999997,0.807523754120613,99.57983193277309,True,True,True,True,0,no_aplica,acuerdo de pago proyectado,3,True,1,True,False,no_aplica
b954108b-c0c2-45e8-9032-1a3e87d60778,humano,105.46,13,9,4,42.23,43.92,0.49019152640742886,41.532334534420634,True,False,True,False,4,malo,Tercero confundido sin datos,1,True,3,False,True,mal
b97bdab1-7884-48dd-8acd-0d8b7b513c67,ia,114.26,37,23,14,60.53999999999999,28.799999999999997,0.6776359973136333,68.26535970593383,True,False,False,False,1,bueno,Error de contacto corregido,2,True,3,False,False,no_aplica
bdc7c768-e08e-4ce8-9e8e-ebb3618d311f,ia,263.72,41,32,9,181.95000000000005,68.71999999999994,0.7258547093788649,87.592901562263,True,False,True,False,1,regular,Cliente interesado sin compromiso,3,True,4,True,True,mal
c067f714-3f61-478d-90da-b366c1f4da54,humano,88.44,16,13,3,68.03999999999999,10.000000000000007,0.8718605843157355,124.8303934871099,True,False,False,False,1,regular,sin compromiso de pago,2,True,3,False,False,no_aplica
c1a958de-6df6-488a-8342-3cc44f4e31c6,ia,166.04,64,47,17,102.44,55.839999999999996,0.6472074804144554,93.953264273669,True,False,True,False,3,regular,Cliente rechazó todas las propuestas,2,True,2,True,False,no_aplica
c3d816dd-e0cc-46ef-b2db-a7d31a0bd587,ia,68.08,10,4,6,13.209999999999997,26.55000000000001,0.33224346076458744,29.964747356051703,True,False,False,False,1,malo,Cliente niega ser titular,2,False,0,False,True,mal
c5d3d94f-8e64-459a-9794-509fc000611a,humano,109.82,15,8,7,20.650000000000002,53.58,0.2781894112892362,32.234565652886545,True,False,False,False,1,malo,cliente ocupado sin compromiso,1,True,1,False,True,mal
c8b57e01-57b6-4d85-9613-c786aef9f8a0,ia,313.66,86,70,16,237.43,73.82999999999998,0.7628028015164172,112.86105974622203,True,True,True,True,1,bueno,Acuerdo de largo plazo alcanzado,4,True,2,False,True,bien
ce33bc23-16ba-43ec-afc5-9eac1cf0bf98,humano,1233.2,554,387,167,826.8200000000003,356.62999999999977,0.6986522455532556,90.49626986701264,True,True,True,True,4,bueno,Compromiso de pago en cuotas,3,True,6,True,True,bien
d741fe26-bbd4-41ab-a3c5-0c94791c6a1f,humano,304.24,158,134,24,222.03,50.209999999999994,0.8155671466353217,121.48303970549566,True,True,True,True,2,bueno,Acuerdo de pago tres cuotas,3,True,3,True,True,bien
da02116f-5f55-4cc7-a800-373f4939fa01,ia,461.22,115,79,36,276.5899999999999,179.82000000000008,0.6060121382090663,74.15116430336933,True,True,True,True,3,bueno,Acuerdo de pago en dos cuotas,3,True,3,True,True,bien
e76a6feb-b941-4dfc-aebf-4288c13c539c,humano,208.44,34,26,8,139.42,42.98,0.7643640350877193,86.64363845710997,True,True,False,True,2,regular,Compromiso de pago para mañana,3,True,2,True,True,bien
e7d964af-28a2-47e1-8fa2-dcab580267c0,humano,126.5,16,13,3,86.98,16.419999999999995,0.8411992263056093,96.28458498023716,True,False,True,False,2,bueno,Sin compromiso de pago,3,True,1,False,True,bien
e98181dc-2d7b-41ea-9524-59c721651a39,humano,152.4,71,65,6,131.64000000000001,14.649999999999991,0.8998564495180805,124.80314960629921,True,True,True,True,0,no_aplica,Compromiso de pago 31 julio,2,True,3,False,True,bien
eaaa5092-71c6-47ba-8c34-9fa95854812a,humano,209.58,77,57,20,133.79000000000002,56.36999999999997,0.7035654185948677,87.89006584597766,True,False,True,False,2,bueno,Quedó en validación comité,3,True,2,False,True,bien
edbc4154-c6ce-4a77-b899-caf949e1815a,ia,107.4,8,8,0,74.83000000000001,0.0,1.0,53.072625698324025,False,False,False,False,0,no_aplica,Cliente no respondió,3,True,4,False,False,no_aplica
f55b661d-8a1b-4528-976e-d7b2f565b2ea,ia,486.06,96,53,43,238.6000000000001,247.1299999999999,0.4912194017252385,78.13850141957782,True,True,True,True,4,bueno,acuerdo de pago a largo plazo,4,True,2,False,True,bien
f613df46-85a0-46bd-a148-7826aac2451c,humano,276.52,116,95,21,208.20000000000002,47.16,0.8153195488721805,114.7837407782439,True,False,True,False,3,bueno,"Sin compromiso, revisaría en septiembre",3,True,3,False,False,no_aplica
f75a5ac6-d705-47f3-9ab1-f9e7aad6eab6,humano,141.12,62,27,35,53.999999999999986,70.0,0.4354838709677419,46.343537414965986,True,True,False,True,1,bueno,Compromiso de pago para sábado,3,True,3,False,False,no_aplica
fc9da4d5-10dd-4aab-afb0-de918f081149,ia,85.22,24,19,5,54.489999999999995,15.830000000000002,0.7748862343572241,65.47758742079324,True,False,False,False,1,no_aplica,No es la persona buscada,2,True,3,False,True,mal
